,gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
897,GSM410688,pert,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.886815389,FALSE
898,GSM410689,pert,GSE16357,GPL570,S-(2-boronoethyl)-L-cysteine,0,Cells|Endothelial Cells|Entire blood vessel|Lymphatic Endothelial Cells,1102,blood vessel,,male,0.936959865,FALSE
899,GSM998560,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.589540509,FALSE
900,GSM998561,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.728662295,FALSE
901,GSM998556,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.893668711,FALSE
902,GSM998557,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.825811949,FALSE
903,GSM998568,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|Jurkat Cells|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.603681903,FALSE
904,GSM998569,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|Jurkat Cells|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.660263436,FALSE
905,GSM998564,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.670392065,FALSE
906,GSM998565,pert,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.667073002,FALSE
907,GSM573753,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.538924625,NA
908,GSM573754,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.570716334,NA
909,GSM573755,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.640621288,NA
910,GSM573759,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.621771612,NA
911,GSM573760,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.751575731,NA
912,GSM573761,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.71471896,NA
913,GSM573750,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.653753332,NA
914,GSM573751,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.558887596,NA
915,GSM573752,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.641478917,NA
916,GSM573768,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.697036785,NA
917,GSM573769,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.835582265,NA
918,GSM573770,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.735614688,NA
919,GSM573762,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.895462774,NA
920,GSM573763,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.963161679,NA
921,GSM573764,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.894510614,NA
922,GSM573765,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.872019494,NA
923,GSM573766,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.820748108,NA
924,GSM573767,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.822553115,NA
925,GSM414872,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.847564232,FALSE
926,GSM414887,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.87660279,FALSE
927,GSM414906,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.877823273,FALSE
928,GSM414919,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,male,0.841574511,FALSE
929,GSM414448,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.922769575,FALSE
930,GSM414455,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.930694915,FALSE
931,GSM414896,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.59897686,FALSE
932,GSM414913,pert,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.923226081,FALSE
933,GSM411183,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage|Monocytes,876,monocyte,,male,0.803154214,FALSE
934,GSM411196,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage|Monocytes,876,monocyte,,male,0.946271645,FALSE
935,GSM411195,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.712748172,FALSE
936,GSM411202,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.817042563,FALSE
937,GSM411214,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.690409827,FALSE
938,GSM411194,pert,GSE16385,GPL570,donor,0,Body tissue|macrophage,801,macrophage,,male,0.515159566,FALSE
939,GSM411201,pert,GSE16385,GPL570,donor,0,Body tissue|macrophage,801,macrophage,,male,0.829756157,FALSE
940,GSM411213,pert,GSE16385,GPL570,donor,0,Body tissue|macrophage,801,macrophage,,male,0.709466036,FALSE
941,GSM411193,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.799765442,FALSE
942,GSM411200,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.591441649,FALSE
943,GSM411212,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.653729372,FALSE
944,GSM411192,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.796074412,FALSE
945,GSM411199,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.539838096,FALSE
946,GSM411211,pert,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.692123912,FALSE
947,GSM1230887,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.867316336,NA
948,GSM1230888,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.80115852,NA
949,GSM1230889,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.83418632,NA
950,GSM829894,pert,GSE33562,GPL570,dimethyl sulfoxide|glucocorticoid|inhibitor,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|lymphoblast|T-Lymphocyte,NA,NA,NA,female,0.500448525,NA
951,GSM829895,pert,GSE33562,GPL570,dimethyl sulfoxide|glucocorticoid|inhibitor,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|lymphoblast|T-Lymphocyte,NA,NA,NA,female,0.539587133,NA
952,GSM829896,pert,GSE33562,GPL570,dexamethasone|dimethyl sulfoxide|glucocorticoid|inhibitor,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|lymphoblast|T-Lymphocyte,NA,NA,NA,male,0.506222363,NA
953,GSM829897,pert,GSE33562,GPL570,dexamethasone|dimethyl sulfoxide|glucocorticoid|inhibitor,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|lymphoblast|T-Lymphocyte,NA,NA,NA,female,0.603190227,NA
954,GSM669422,pert,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.902672098,FALSE
955,GSM669423,pert,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.884470016,FALSE
956,GSM669424,pert,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.857885018,FALSE
957,GSM669437,pert,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.977273872,FALSE
958,GSM669438,pert,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.974945584,FALSE
959,GSM669439,pert,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.971163088,FALSE
960,GSM573723,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.632902423,NA
961,GSM573724,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.60494148,NA
962,GSM573725,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.77839771,NA
963,GSM573717,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.87892015,NA
964,GSM573718,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.844341193,NA
965,GSM573719,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.922286011,NA
966,GSM573714,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.882486549,NA
967,GSM573715,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.889961051,NA
968,GSM573716,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.870654809,NA
969,GSM573711,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.796030058,NA
970,GSM573712,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.905976343,NA
971,GSM573713,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.843425349,NA
972,GSM573735,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.682632829,NA
973,GSM573736,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.719443396,NA
974,GSM573737,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.578128858,NA
975,GSM573729,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.504932883,NA
976,GSM573730,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.818948976,NA
977,GSM573731,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.599082951,NA
978,GSM573726,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.512145881,NA
979,GSM573727,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.613044307,NA
980,GSM573728,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.594557407,NA
981,GSM672270,pert,GSE27210,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.96813466,FALSE
982,GSM672286,pert,GSE27210,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.932867835,FALSE
983,GSM672302,pert,GSE27210,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.948673065,FALSE
984,GSM422212,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.894157279,FALSE
985,GSM422213,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.511076712,FALSE
986,GSM422214,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.81500533,FALSE
987,GSM422215,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.835913718,FALSE
988,GSM422220,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.503053158,FALSE
989,GSM422221,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.604318717,FALSE
990,GSM422222,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.682452596,FALSE
991,GSM422223,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.824409599,FALSE
992,GSM425497,pert,GSE17007,GPL570,dimethyl sulfoxide|inhibitor|tyrosine,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Lymphocyte,NA,NA,NA,male,0.67541047,NA
993,GSM425499,pert,GSE17007,GPL570,dimethyl sulfoxide|inhibitor|tyrosine,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Lymphocyte,NA,NA,NA,male,0.630818682,NA
994,GSM671525,pert,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.998271741,FALSE
995,GSM671526,pert,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.997699543,FALSE
996,GSM671527,pert,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.998660678,FALSE
997,GSM1230794,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,male,0.681609339,NA
998,GSM1230795,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,male,0.647990465,NA
999,GSM1230796,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,male,0.653325658,NA
1000,GSM422196,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.5651813,FALSE
1001,GSM422197,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.582368437,FALSE
1002,GSM422198,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.724010307,FALSE
1003,GSM422199,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.878109787,FALSE
1004,GSM422224,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.69104686,FALSE
1005,GSM422225,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.67477491,FALSE
1006,GSM422226,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.534031371,FALSE
1007,GSM422227,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.546629399,FALSE
1008,GSM573744,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.592150477,NA
1009,GSM573745,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.503589677,NA
1010,GSM573746,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.684025504,NA
1011,GSM573747,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.65281103,NA
1012,GSM573748,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.539316773,NA
1013,GSM573749,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.526196567,NA
1014,GSM573741,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.546531544,NA
1015,GSM573742,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.584864268,NA
1016,GSM573743,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.568267952,NA
1017,GSM573777,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.84289528,NA
1018,GSM573778,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.957279851,NA
1019,GSM573779,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.913430769,NA
1020,GSM573705,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.815704666,NA
1021,GSM573706,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.925596347,NA
1022,GSM573707,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.926216986,NA
1023,GSM422169,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.871345174,FALSE
1024,GSM422170,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.844130512,FALSE
1025,GSM422171,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.91805757,FALSE
1026,GSM422172,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.753088455,FALSE
1027,GSM422165,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.990596283,FALSE
1028,GSM422166,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.604076455,FALSE
1029,GSM422167,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.642199288,FALSE
1030,GSM422168,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.961485489,FALSE
1031,GSM422146,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.695200581,FALSE
1032,GSM422147,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.807143471,FALSE
1033,GSM422148,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.814111983,FALSE
1034,GSM422149,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.864799005,FALSE
1035,GSM422142,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.758401411,FALSE
1036,GSM422143,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.670238604,FALSE
1037,GSM422144,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.865989457,FALSE
1038,GSM422145,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.890598379,FALSE
1039,GSM422161,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.989220275,FALSE
1040,GSM422162,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.651819614,FALSE
1041,GSM422163,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.921158333,FALSE
1042,GSM422164,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.656497244,FALSE
